exper,treat,age,educ,black,hisp,married,nodegr,re74,re75,re78,re74.miss
0,0,35,16,0,0,1,0,0.0,19700.0,17700.0,0
0,0,43,17,0,0,1,0,0.0,21200.0,29600.0,0
0,0,25,12,1,0,1,0,0.0,21500.0,1220.0,0
0,0,29,15,0,0,0,0,0.0,21500.0,22300.0,0
0,0,31,12,0,0,1,0,0.0,21500.0,20700.0,1
0,0,52,12,0,0,1,0,0.0,21500.0,22200.0,1
0,0,22,16,0,0,0,0,0.0,22600.0,32500.0,0
0,0,53,15,0,0,1,0,0.0,24200.0,28100.0,0
0,0,29,17,0,0,1,0,0.0,26000.0,36900.0,1
0,0,31,13,0,0,1,0,0.0,26000.0,39900.0,0
0,0,35,12,0,0,1,0,0.0,26100.0,29600.0,0
0,0,29,16,0,0,1,0,0.0,26900.0,23600.0,0
0,0,39,12,0,0,1,0,0.0,28600.0,31000.0,0
0,0,37,14,0,0,1,0,0.0,32200.0,0.0,0
0,0,30,14,0,0,1,0,0.0,32200.0,22200.0,1
0,0,43,17,0,0,1,0,0.0,42300.0,41400.0,1
0,0,32,17,0,0,1,0,0.0,46500.0,39900.0,0
0,0,44,12,0,0,1,0,0.0,71600.0,81300.0,0
0,0,32,16,0,0,1,0,578.0,6910.0,18600.0,0
0,0,43,12,1,0,1,0,715.0,1880.0,5910.0,1
0,0,24,12,1,0,0,0,784.0,0.0,10300.0,0
0,0,22,13,0,0,0,0,784.0,0.0,2310.0,0
0,0,35,15,0,0,1,0,980.0,537.0,0.0,1
0,0,26,15,0,0,0,0,980.0,1880.0,3250.0,1
0,0,29,17,0,0,1,0,980.0,8950.0,0.0,0
0,0,23,12,1,0,0,0,1080.0,3220.0,5910.0,0
0,0,19,12,0,0,1,0,1150.0,8590.0,26600.0,0
0,0,48,16,0,0,1,0,1240.0,1470.0,1150.0,0
0,0,48,16,0,0,1,0,1240.0,1470.0,1150.0,1
0,0,22,12,1,0,1,0,1270.0,0.0,0.0,0
0,0,20,12,1,0,0,0,1370.0,12500.0,2960.0,0
0,0,24,17,0,0,1,0,1370.0,0.0,24800.0,1
0,0,27,16,0,0,1,0,1470.0,1250.0,4360.0,1
0,0,21,14,0,0,0,0,1510.0,2690.0,11100.0,0
0,0,53,13,0,0,1,0,1570.0,3940.0,4730.0,0
0,0,53,13,0,0,1,0,1570.0,3940.0,4730.0,0
0,0,53,16,0,0,1,0,1670.0,0.0,2960.0,0
0,0,22,15,0,0,1,0,1760.0,5370.0,22200.0,0
0,0,21,15,0,0,0,0,1760.0,9670.0,4140.0,0
0,0,30,12,0,0,1,0,1960.0,1790.0,1480.0,0
0,0,21,12,1,0,0,0,1960.0,5460.0,1150.0,0
0,0,27,16,0,0,1,0,1960.0,17500.0,21400.0,0
0,0,22,15,0,0,0,0,1970.0,2860.0,5020.0,0
0,0,22,12,1,0,1,0,2010.0,2470.0,0.0,1
0,0,23,13,0,0,1,0,2160.0,5370.0,11400.0,0
0,0,33,12,0,0,1,0,2350.0,0.0,2770.0,1
0,0,24,13,0,0,0,0,2350.0,3130.0,14800.0,1
0,0,20,12,1,0,0,0,2350.0,4480.0,17700.0,1
0,0,22,16,0,0,0,0,2350.0,23300.0,25900.0,0
0,0,19,12,0,0,1,0,2550.0,10700.0,0.0,0
0,0,22,15,0,0,1,0,2550.0,17200.0,25900.0,0
0,0,43,14,0,0,1,0,2650.0,0.0,6990.0,1
0,0,39,12,0,0,1,0,2740.0,7160.0,11800.0,1
0,0,28,12,1,0,0,0,2940.0,2860.0,0.0,1
0,0,19,14,0,0,0,0,2940.0,3220.0,0.0,1
0,0,26,17,0,0,1,0,2940.0,12500.0,23600.0,0
0,0,18,12,0,0,1,0,3130.0,11100.0,20700.0,0
0,0,23,15,0,0,1,0,3320.0,2510.0,9970.0,0
0,0,24,12,1,0,0,0,3330.0,4650.0,11800.0,0
0,0,27,12,0,0,1,0,3530.0,0.0,5910.0,0
0,0,29,17,0,0,1,0,3530.0,15200.0,24400.0,1
0,0,22,12,1,0,0,0,3580.0,17100.0,11800.0,0
0,0,27,12,0,0,1,0,3720.0,254.0,1090.0,0
0,0,27,15,0,0,1,0,3720.0,4650.0,19200.0,0
0,0,20,12,1,0,0,0,3730.0,8950.0,13300.0,0
0,0,27,12,1,0,1,0,3920.0,1990.0,17700.0,0
0,0,23,12,1,0,1,0,3920.0,2860.0,8870.0,0
0,0,23,12,1,0,1,0,3920.0,11600.0,9750.0,0
0,0,22,12,0,0,1,0,3920.0,15400.0,39900.0,0
0,0,31,12,1,0,1,0,3920.0,18400.0,25000.0,1
0,0,26,17,0,0,0,0,4170.0,11600.0,9460.0,1
0,0,20,12,0,0,1,0,4310.0,0.0,4430.0,1
0,0,30,17,0,0,1,0,4310.0,4300.0,22500.0,0
0,0,42,16,0,0,0,0,4400.0,17900.0,16300.0,0
0,0,21,14,0,0,1,0,4510.0,9310.0,23100.0,0
0,0,25,16,0,0,1,0,4600.0,2950.0,0.0,1
0,0,27,15,0,0,1,0,4700.0,0.0,0.0,0
0,0,26,17,0,0,1,0,4700.0,19700.0,26600.0,0
0,0,29,16,0,0,1,0,4800.0,17200.0,23600.0,1
0,0,20,12,0,0,0,0,4810.0,716.0,0.0,0
0,0,52,12,0,0,1,0,4900.0,0.0,0.0,0
0,0,23,17,0,0,0,0,4900.0,2150.0,34000.0,0
0,0,21,14,0,0,1,0,4900.0,7160.0,17100.0,1
0,0,24,16,0,0,0,0,4900.0,8950.0,17700.0,0
0,0,30,17,0,0,1,0,4900.0,12100.0,5170.0,0
0,0,25,17,0,0,0,0,5000.0,17400.0,5030.0,1
0,0,21,12,0,0,1,0,5090.0,6800.0,7390.0,0
0,0,28,12,0,0,1,0,5090.0,10700.0,9010.0,0
0,0,20,12,0,0,1,0,5180.0,6270.0,15200.0,0
0,0,36,16,0,0,0,0,5290.0,4830.0,5320.0,0
0,0,19,12,1,0,0,0,5390.0,8060.0,12100.0,1
0,0,21,12,1,0,1,0,5870.0,3040.0,10000.0,1
0,0,47,12,0,0,1,0,5870.0,9510.0,5320.0,0
0,0,24,16,0,0,1,0,5880.0,4830.0,34000.0,0
0,0,24,12,1,0,1,0,5880.0,8950.0,17700.0,0
0,0,25,17,0,0,1,0,5880.0,10600.0,30100.0,0
0,0,21,16,0,0,1,0,5880.0,10600.0,17000.0,1
0,0,31,12,1,0,1,0,5880.0,11100.0,16000.0,1
0,0,26,14,0,0,1,0,5880.0,13400.0,31000.0,0
0,0,22,12,1,0,0,0,5890.0,10400.0,5760.0,1
0,0,20,13,1,0,0,0,5900.0,12500.0,14800.0,1
0,0,20,13,0,1,1,0,6070.0,10000.0,27300.0,1
0,0,27,14,0,0,1,0,6270.0,0.0,26000.0,1
0,0,26,12,0,0,0,0,6270.0,11600.0,10300.0,1
0,0,23,17,0,0,1,0,6370.0,5370.0,0.0,1
0,0,23,12,1,0,0,0,6490.0,12500.0,14200.0,1
0,0,22,12,1,0,0,0,6580.0,4480.0,0.0,1
0,0,21,12,1,0,0,0,6660.0,11500.0,11200.0,1
0,0,21,12,0,0,1,0,6660.0,12500.0,25100.0,0
0,0,28,14,0,0,1,0,6740.0,7880.0,13700.0,1
0,0,27,12,1,0,1,0,6860.0,0.0,8280.0,1
0,0,25,14,0,0,0,0,6860.0,1790.0,0.0,0
0,0,30,12,0,0,1,0,6860.0,3220.0,3250.0,1
0,0,27,13,1,0,1,0,6860.0,4100.0,24500.0,0
0,0,22,13,0,0,0,0,6860.0,6270.0,17400.0,0
0,0,23,16,0,0,1,0,6860.0,14100.0,22200.0,0
0,0,24,12,1,0,1,0,6860.0,14300.0,26600.0,0
0,0,19,13,0,0,0,0,6860.0,15200.0,17700.0,1
0,0,21,14,0,0,1,0,6970.0,11400.0,17100.0,0
0,0,29,17,0,0,1,0,7050.0,7160.0,8870.0,0
0,0,27,16,0,0,1,0,7050.0,11600.0,25100.0,0
0,0,28,15,0,0,1,0,7250.0,15200.0,9160.0,0
0,0,26,12,0,0,1,0,7410.0,0.0,2960.0,1
0,0,54,12,0,0,1,0,7450.0,0.0,0.0,0
0,0,28,15,1,0,0,0,7450.0,0.0,12700.0,0
0,0,27,15,0,0,1,0,7450.0,10700.0,18500.0,0
0,0,26,13,0,0,0,0,7450.0,5730.0,9610.0,0
0,0,21,12,0,0,1,0,7520.0,7930.0,0.0,1
0,0,53,14,1,0,1,0,7640.0,8420.0,8130.0,1
0,0,21,13,0,0,1,0,7690.0,12700.0,11100.0,1
0,0,22,13,0,0,0,0,7740.0,3760.0,16300.0,1
0,0,27,16,0,0,0,0,7840.0,0.0,0.0,0
0,0,37,15,0,1,1,0,7840.0,179.0,11800.0,0
0,0,33,13,0,0,0,0,7840.0,3580.0,16300.0,1
0,0,19,12,1,0,0,0,7840.0,3760.0,3690.0,0
0,0,28,12,0,0,1,0,7840.0,4480.0,15700.0,0
0,0,32,12,1,0,1,0,7840.0,5370.0,8870.0,0
0,0,24,12,0,0,0,0,7840.0,5370.0,5910.0,0
0,0,22,12,0,0,0,0,7840.0,7500.0,17700.0,0
0,0,20,12,1,0,1,0,7840.0,8950.0,20700.0,0
0,0,23,12,0,0,1,0,7840.0,8950.0,12100.0,0
0,0,27,12,1,0,1,0,7840.0,8950.0,2210.0,1
0,0,23,12,1,0,1,0,7840.0,12500.0,21900.0,1
0,0,19,12,0,1,1,0,7840.0,12500.0,13300.0,1
0,0,27,14,0,0,0,0,7840.0,14300.0,16300.0,0
0,0,22,16,0,0,1,0,7840.0,16100.0,16300.0,1
0,0,42,12,0,0,1,0,7840.0,16100.0,15500.0,0
0,0,20,13,0,0,0,0,7840.0,17500.0,2220.0,0
0,0,29,13,0,0,0,0,7960.0,0.0,0.0,0
0,0,23,12,1,0,1,0,7990.0,13400.0,4430.0,0
0,0,19,12,0,0,1,0,8050.0,9310.0,12000.0,0
0,0,21,12,1,0,1,0,8150.0,13100.0,10600.0,0
0,0,26,12,0,0,1,0,8230.0,13600.0,12000.0,0
0,0,21,16,0,0,0,0,8230.0,22400.0,27300.0,0
0,0,24,12,1,0,1,0,8280.0,15400.0,8340.0,1
0,0,29,12,0,0,1,0,8390.0,5910.0,14500.0,1
0,0,26,12,1,0,1,0,8620.0,8590.0,10300.0,0
0,0,23,14,1,0,1,0,8680.0,10400.0,13000.0,0
0,0,25,12,0,0,0,0,8680.0,9130.0,15800.0,0
0,0,21,12,0,0,1,0,8820.0,5730.0,18100.0,1
0,0,25,12,1,0,0,0,8820.0,6270.0,10300.0,1
0,0,22,12,0,0,1,0,8820.0,9940.0,15500.0,0
0,0,22,12,0,0,1,0,8820.0,10700.0,19700.0,1
0,0,23,12,1,0,1,0,8820.0,12200.0,18500.0,0
0,0,18,12,0,0,0,0,8820.0,14300.0,22200.0,0
0,0,27,12,1,0,0,0,8820.0,14300.0,19200.0,0
0,0,21,12,1,0,0,0,8820.0,14900.0,5580.0,1
0,0,25,12,0,0,1,0,8820.0,16100.0,26600.0,0
0,0,21,13,0,0,1,0,8820.0,17900.0,28200.0,1
0,0,27,12,0,0,1,0,8820.0,44800.0,0.0,1
0,0,23,12,0,0,1,0,8840.0,7160.0,10400.0,1
0,0,21,12,0,0,1,0,8870.0,15000.0,17700.0,1
0,0,23,14,1,0,1,0,8930.0,12500.0,8870.0,0
0,0,23,16,1,0,0,0,9010.0,16500.0,19200.0,0
0,0,31,17,0,0,1,0,9010.0,29500.0,39800.0,0
0,0,27,12,1,0,1,0,9070.0,5370.0,6650.0,1
0,0,21,12,1,0,1,0,9170.0,7160.0,7390.0,1
0,0,23,12,1,0,1,0,9170.0,8270.0,10400.0,0
0,0,19,12,0,0,1,0,9210.0,5550.0,11500.0,1
0,0,46,12,0,0,1,0,9280.0,8500.0,10400.0,0
0,0,24,12,0,0,1,0,9370.0,2860.0,2220.0,0
0,0,20,13,0,1,0,0,9400.0,0.0,8280.0,1
0,0,24,17,0,0,1,0,9400.0,5370.0,22900.0,0
0,0,23,12,0,0,1,0,9400.0,9130.0,11800.0,0
0,0,34,12,0,0,1,0,9400.0,9170.0,23500.0,0
0,0,35,12,0,0,1,0,9400.0,9310.0,11800.0,1
0,0,23,12,0,0,0,0,9400.0,11800.0,16800.0,1
0,0,21,14,1,0,0,0,9420.0,5370.0,9900.0,0
0,0,21,12,0,1,1,0,9500.0,8770.0,10500.0,1
0,0,26,12,0,0,1,0,9560.0,0.0,13300.0,0
0,0,23,13,0,0,1,0,9700.0,8590.0,23600.0,1
0,0,27,12,0,1,1,0,9700.0,11300.0,14000.0,1
0,0,50,12,0,1,1,0,9790.0,9850.0,13300.0,0
0,0,27,12,1,0,1,0,9800.0,0.0,11800.0,0
0,0,25,12,0,0,1,0,9800.0,2690.0,25100.0,0
0,0,21,12,1,0,1,0,9800.0,4300.0,14800.0,1
0,0,21,13,0,0,1,0,9800.0,8590.0,28800.0,0
0,0,33,12,1,0,0,0,9800.0,8950.0,0.0,0
0,0,19,12,0,0,1,0,9800.0,9850.0,20700.0,0
0,0,20,12,0,0,1,0,9800.0,10200.0,29300.0,1
0,0,22,12,1,0,1,0,9800.0,10700.0,11200.0,1
0,0,32,12,0,0,1,0,9800.0,11500.0,11800.0,1
0,0,24,13,0,0,1,0,9800.0,11500.0,11500.0,1
0,0,29,12,1,0,1,0,9800.0,12500.0,19200.0,1
0,0,23,12,1,0,1,0,9800.0,12500.0,11800.0,1
0,0,26,14,0,0,1,0,9800.0,13400.0,20700.0,0
0,0,20,12,0,0,1,0,9800.0,13400.0,10700.0,0
0,0,27,12,1,0,1,0,9800.0,14300.0,11800.0,0
0,0,24,12,1,0,1,0,9800.0,14300.0,34000.0,1
0,0,24,17,0,0,0,0,9800.0,16100.0,36900.0,0
0,0,21,13,0,0,0,0,9800.0,16100.0,20700.0,0
0,0,25,12,1,0,1,0,9800.0,21500.0,6650.0,0
0,0,30,12,1,0,1,0,9800.0,25100.0,29600.0,0
0,0,26,12,1,0,0,0,9910.0,10700.0,15600.0,0
0,0,22,12,0,0,0,0,9950.0,14300.0,14800.0,1
0,0,47,12,0,0,1,0,9970.0,10500.0,11300.0,0
0,0,22,12,0,0,0,0,9990.0,15800.0,19900.0,1
0,0,31,12,1,0,1,0,10200.0,8950.0,9610.0,1
0,0,35,12,0,0,1,0,10200.0,9310.0,11800.0,0
0,0,49,12,0,0,1,0,10200.0,11100.0,6540.0,0
0,0,25,13,1,0,0,0,10200.0,15400.0,12500.0,0
0,0,23,12,0,0,1,0,10300.0,10600.0,9220.0,1
0,0,25,17,0,0,1,0,10400.0,22000.0,49400.0,1
0,0,23,16,0,0,1,0,10400.0,26900.0,11800.0,0
0,0,34,17,0,0,0,0,10600.0,7160.0,5910.0,1
0,0,21,12,0,0,1,0,10600.0,8060.0,12100.0,0
0,0,27,12,1,0,0,0,10600.0,3220.0,8870.0,0
0,0,23,12,0,0,1,0,10800.0,5370.0,11800.0,0
0,0,23,12,0,0,1,0,10800.0,7160.0,17000.0,0
0,0,32,17,0,0,0,0,10800.0,7160.0,0.0,1
0,0,27,12,1,0,1,0,10800.0,8950.0,7540.0,0
0,0,24,12,1,0,0,0,10800.0,9310.0,8280.0,1
0,0,34,12,0,0,1,0,10800.0,11600.0,14200.0,0
0,0,29,12,0,0,1,0,10800.0,12500.0,25900.0,0
0,0,28,14,0,0,1,0,10800.0,13400.0,0.0,1
0,0,18,12,0,0,0,0,10800.0,14300.0,21400.0,0
0,0,20,12,1,0,0,0,10800.0,16400.0,29600.0,0
0,0,25,13,0,0,1,0,10800.0,16700.0,19000.0,1
0,0,23,12,1,0,1,0,10800.0,20500.0,29400.0,1
0,0,26,17,0,0,1,0,10800.0,29200.0,35500.0,0
0,0,24,12,0,0,0,0,10900.0,15800.0,20100.0,0
0,0,23,12,0,0,1,0,11000.0,10200.0,31000.0,0
0,0,23,16,0,0,0,0,11000.0,18800.0,20900.0,0
0,0,26,12,1,0,1,0,11200.0,1070.0,8870.0,0
0,0,46,12,0,0,1,0,11200.0,7160.0,17700.0,0
0,0,23,12,1,0,1,0,11200.0,7810.0,14800.0,0
0,0,41,12,0,0,1,0,11200.0,10700.0,12400.0,1
0,0,19,12,0,0,1,0,11200.0,14100.0,24300.0,0
0,0,29,12,0,0,1,0,11300.0,9040.0,26600.0,1
0,0,24,12,1,0,0,0,11300.0,13100.0,10300.0,1
0,0,23,12,1,0,0,0,11300.0,2690.0,29200.0,0
0,0,22,12,0,0,1,0,11400.0,4650.0,13300.0,1
0,0,21,12,0,0,0,0,11400.0,9670.0,13300.0,0
0,0,27,12,0,0,1,0,11400.0,12500.0,4140.0,0
0,0,37,12,0,0,1,0,11400.0,11400.0,8870.0,0
0,0,44,12,0,0,1,0,11600.0,7340.0,27800.0,0
0,0,38,16,0,0,1,0,11600.0,7880.0,17700.0,0
0,0,34,12,0,0,1,0,11800.0,0.0,11800.0,0
0,0,49,12,0,0,0,0,11800.0,0.0,0.0,1
0,0,23,12,0,0,1,0,11800.0,0.0,17700.0,1
0,0,28,14,1,0,1,0,11800.0,0.0,25900.0,0
0,0,43,12,0,0,1,0,11800.0,0.0,296.0,1
0,0,28,16,0,0,0,0,11800.0,6450.0,0.0,1
0,0,29,12,1,0,1,0,11800.0,9850.0,20700.0,0
0,0,53,12,0,0,1,0,11800.0,9890.0,5170.0,0
0,0,21,12,0,0,1,0,11800.0,10200.0,12600.0,1
0,0,24,13,1,0,1,0,11800.0,10700.0,31100.0,1
0,0,21,12,0,0,1,0,11800.0,10700.0,6650.0,1
0,0,24,12,0,0,1,0,11800.0,11100.0,13700.0,1
0,0,21,12,0,0,0,0,11800.0,11600.0,10000.0,0
0,0,23,14,0,0,1,0,11800.0,11600.0,25100.0,1
0,0,28,12,0,0,1,0,11800.0,12500.0,0.0,0
0,0,28,12,0,0,1,0,11800.0,12500.0,0.0,0
0,0,25,17,0,0,1,0,11800.0,12600.0,29000.0,0
0,0,23,13,0,0,1,0,11800.0,13400.0,16300.0,0
0,0,30,12,0,0,1,0,11800.0,13600.0,26600.0,0
0,0,23,12,0,0,1,0,11800.0,13800.0,14200.0,1
0,0,26,12,0,0,1,0,11800.0,14300.0,20700.0,1
0,0,21,12,1,0,1,0,11800.0,14300.0,16300.0,1
0,0,26,12,0,0,1,0,11800.0,14300.0,17700.0,1
0,0,25,12,1,0,1,0,11800.0,14300.0,21400.0,0
0,0,22,12,0,0,1,0,11800.0,14500.0,18100.0,1
0,0,28,16,0,0,1,0,11800.0,15200.0,20700.0,0
0,0,22,13,1,0,1,0,11800.0,15200.0,0.0,0
0,0,24,16,0,0,1,0,11800.0,16100.0,31000.0,0
0,0,27,15,1,0,0,0,11800.0,16700.0,18400.0,1
0,0,19,12,0,0,0,0,11800.0,19300.0,16300.0,0
0,0,38,14,0,0,1,0,11800.0,19700.0,0.0,0
0,0,38,14,0,0,0,0,11800.0,21500.0,7390.0,0
0,0,45,12,0,0,1,0,11800.0,11300.0,16800.0,0
0,0,26,12,1,0,1,0,11800.0,14200.0,16300.0,0
0,0,31,16,0,0,1,0,11800.0,9850.0,5390.0,0
0,0,25,13,1,0,1,0,11900.0,13800.0,12700.0,0
0,0,25,14,0,0,1,0,12000.0,14300.0,14800.0,1
0,0,22,12,0,0,1,0,12100.0,16000.0,13200.0,1
0,0,36,12,0,0,1,0,12100.0,14000.0,13300.0,0
0,0,27,12,0,0,1,0,12100.0,14300.0,20100.0,0
0,0,33,12,0,0,1,0,12100.0,16100.0,24400.0,0
0,0,27,12,0,0,1,0,12100.0,23300.0,26600.0,1
0,0,30,12,1,0,1,0,12200.0,10700.0,19000.0,0
0,0,46,12,0,0,1,0,12300.0,11600.0,11200.0,0
0,0,23,14,0,0,1,0,12300.0,12500.0,14200.0,0
0,0,25,16,0,0,1,0,12300.0,13600.0,21400.0,0
0,0,27,14,0,0,1,0,12400.0,16800.0,25200.0,0
0,0,49,16,0,0,1,0,12500.0,12400.0,12600.0,1
0,0,22,12,0,0,1,0,12500.0,12500.0,14400.0,0
0,0,28,16,0,0,1,0,12600.0,21500.0,23500.0,1
0,0,24,12,1,0,1,0,12700.0,19700.0,19200.0,1
0,0,37,17,1,0,1,0,12700.0,1310.0,4240.0,1
0,0,22,13,0,0,0,0,12700.0,12500.0,17700.0,0
0,0,23,17,0,0,0,0,12700.0,14300.0,28100.0,0
0,0,23,12,1,0,0,0,12700.0,14300.0,20700.0,0
